x1,y1,x2,y2
768.031,458.868,906.594,57.404
788.641,448.163,926.172,67.517
822.575,432.367,945.654,65.856
838.030,426.571,951.323,57.743
853.818,420.895,941.674,37.380
860.502,418.664,924.946,30.584
885.371,410.807,870.476,13.108
898.685,406.688,853.709,12.383
911.635,402.501,789.013,24.148
921.393,399.361,764.745,31.720
939.098,394.415,741.305,38.272
951.010,391.247,720.985,44.739
963.676,388.307,699.589,51.804
975.505,385.031,679.523,58.467
988.840,381.704,645.907,71.217
1000.830,379.058,629.340,76.293
1015.942,375.767,613.634,81.440
1034.010,372.252,595.552,87.060
1044.058,370.646,580.508,91.581
1047.833,370.243,565.640,95.121
1057.927,369.052,547.167,99.913
1069.828,367.356,524.558,105.165
1081.476,366.080,505.840,107.270
1091.894,364.932,477.683,111.573
1100.943,364.148,462.810,114.144
1118.613,362.625,451.928,116.100
1124.416,363.722,438.334,118.086
1148.415,359.148,422.828,119.768
1163.048,359.369,407.117,121.135
1189.574,359.572,391.386,122.423
1210.936,358.914,382.284,124.327
1227.618,358.007,364.574,125.567
1242.619,357.028,343.440,125.917
1261.278,355.906,313.492,131.928
1277.688,354.820,295.440,142.161
1297.361,351.519,275.715,149.767
1310.998,345.508,262.320,161.141
1318.370,330.543,290.332,202.276
1310.992,316.448,303.915,201.244
1291.535,301.941,315.207,201.502
1265.847,292.110,328.158,202.038
1237.809,284.305,343.432,203.076
1216.130,278.463,357.212,203.604
1194.040,273.900,370.026,204.188
1177.092,270.770,385.059,205.131
1162.366,267.819,400.855,206.174
1144.593,264.593,417.428,207.477
1121.600,260.107,430.835,208.375
1102.286,257.663,443.734,209.642
1079.118,255.400,456.050,210.625
1050.921,254.414,467.866,211.488
1020.881,253.133,479.787,212.015
995.397,255.683,488.923,212.716
950.374,264.488,498.485,213.251
909.950,264.160,506.491,213.569
852.326,258.170,515.825,213.916
812.013,256.320,525.517,214.381
743.363,256.524,537.109,214.091
713.641,257.027,547.877,214.148
687.113,259.631,556.182,213.664
665.000,266.000,561.118,213.590
639.000,283.000,566.053,213.516
617.000,298.000,570.989,213.442
595.224,312.318,575.925,213.368
573.448,326.635,580.861,213.294
551.672,340.953,585.797,213.220
529.839,355.441,590.732,213.146
507.313,370.348,595.668,213.072
492.122,381.934,600.934,213.157
473.095,395.936,605.429,213.232
454.698,408.038,609.216,213.921
442.846,414.610,615.775,212.847
426.908,424.076,621.353,212.469
400.687,436.904,626.083,212.119
387.769,441.927,629.774,211.465
377.590,446.035,634.165,210.358
358.630,453.401,637.434,209.557
346.376,458.794,641.546,208.712
339.702,461.199,644.821,207.888
332.438,464.245,647.928,207.192
316.737,471.025,651.961,206.253
313.201,472.305,654.958,205.512
301.851,475.136,658.366,204.610
293.887,480.061,655.713,205.750
290.160,485.127,658.210,205.152
288.604,491.265,660.361,204.110
289.170,497.996,662.854,203.348
291.402,511.492,665.222,202.608
294.960,517.464,668.245,201.969
298.228,522.103,668.526,202.063
300.290,524.510,671.427,201.449
304.414,529.245,674.416,200.439
308.212,534.080,677.067,199.812
312.714,538.909,679.158,198.923
316.872,542.906,680.783,198.521
323.526,549.407,682.920,197.731
325.356,550.594,684.584,197.012
327.332,551.826,684.865,196.247
333.903,558.003,686.671,195.107
336.977,560.627,689.044,193.969
339.827,563.062,697.800,190.869
340.526,563.503,711.766,180.911
341.785,564.449,734.018,174.252
342.039,564.773,745.054,161.056
345.232,567.454,717.951,120.076
351.779,573.167,703.128,112.428
354.662,574.360,685.199,102.995
355.499,575.802,663.532,91.133
367.054,581.989,642.944,80.404
368.722,582.907,632.074,75.271
381.591,587.109,616.826,67.899
386.202,589.175,582.763,50.222
395.425,591.767,563.845,43.494
407.134,593.927,546.700,39.819
418.221,593.193,528.333,38.441
423.929,591.748,486.163,34.101
434.376,589.713,466.435,40.903
439.858,588.282,433.419,52.811
445.424,587.062,417.690,59.767
448.472,585.891,401.291,67.187
453.855,584.232,383.713,76.263
458.407,583.015,368.656,84.203
463.390,581.211,354.491,91.421
468.379,579.644,336.245,101.901
474.118,577.683,325.794,106.802
478.788,576.095,315.908,111.344
482.476,574.762,307.837,114.797
486.278,573.568,301.072,117.048
489.261,572.639,296.705,118.203
492.784,571.629,292.265,119.430
498.117,569.776,269.704,132.075
502.762,568.193,257.439,138.329
504.530,567.601,244.938,144.514
508.989,566.250,234.882,149.349
511.265,565.555,225.263,153.815
515.802,564.074,216.627,158.356
518.990,563.281,207.089,163.182
522.522,562.460,198.381,167.578
532.474,559.536,190.123,172.657
535.064,558.887,183.950,177.165
536.844,558.583,182.412,179.581
535.905,558.984,175.183,183.474
537.632,556.581,165.881,188.467
544.208,554.669,160.103,191.477
554.217,551.158,153.967,195.155
573.926,542.536,144.763,205.110
580.819,534.027,136.913,220.408
588.556,527.482,134.664,227.111
599.952,517.715,133.111,233.566
610.198,507.546,131.313,241.356
619.166,498.966,129.664,248.371
629.423,489.215,128.119,254.894
635.868,483.428,127.012,261.114
641.980,478.193,125.930,266.861
648.572,473.122,124.978,270.096
652.773,469.586,124.281,277.022
658.214,465.065,123.988,277.754
663.656,460.700,126.583,282.841
671.243,455.026,131.220,300.571
678.130,449.861,141.891,307.587
683.606,445.814,153.297,312.916
689.363,441.825,163.108,317.293
695.950,437.094,176.246,324.394
702.850,432.283,187.189,330.057
709.901,427.497,200.149,336.448
715.369,424.035,208.437,338.132
721.962,419.779,216.138,338.641
728.618,415.633,227.472,340.916
734.213,411.848,237.005,341.126
739.647,408.465,241.782,341.149
748.073,403.231,247.633,340.525
754.887,399.209,252.276,340.811
762.626,394.674,259.453,340.495
766.674,392.283,264.863,340.037
769.784,390.113,271.817,339.607
772.685,388.460,274.460,339.479
778.599,385.243,278.556,339.602
785.569,381.744,284.055,339.559
792.579,378.448,289.224,339.609
796.166,375.847,293.583,339.220
804.639,371.168,298.461,338.895
820.907,363.416,302.160,338.347
836.188,353.566,306.966,337.971
853.791,341.771,310.917,337.801
870.381,332.595,314.011,337.696
887.482,325.808,319.175,337.234
909.185,316.861,324.729,336.955
924.203,312.643,332.547,336.349
938.798,308.719,335.394,336.065
963.877,302.765,339.137,335.691
975.672,300.558,342.524,335.426
990.318,298.384,346.121,335.173
1011.365,295.469,349.244,334.826
1024.059,293.744,352.590,334.597
1034.745,292.641,355.043,334.222
1047.172,291.345,359.019,333.970
1059.741,290.214,361.875,333.510
1070.442,288.932,365.441,333.334
1081.647,287.590,367.630,333.159
1090.328,286.698,371.024,333.081
1099.178,285.448,373.777,333.018
1107.613,283.968,376.507,332.652
1118.114,283.150,388.323,332.432
1126.480,282.105,396.948,330.815
1137.220,281.114,403.849,331.103
1146.863,280.146,412.451,330.836
1154.287,279.815,419.053,329.383
1162.430,278.999,425.712,328.084
1169.813,278.236,432.719,326.441
1181.312,277.374,439.591,325.660
1188.603,276.970,447.531,324.655
1196.190,276.688,455.899,323.727
1210.591,276.830,460.651,323.145
1219.398,275.264,468.256,322.634
1245.581,281.462,476.041,322.478
1244.763,285.906,482.489,321.762
1241.541,294.715,488.400,321.305
1237.083,304.956,494.943,320.989
1228.026,323.879,501.128,320.730
1216.068,337.361,507.393,320.170
1198.473,356.758,515.143,319.769
1188.440,365.604,521.920,319.403
1179.814,373.806,527.500,318.892
1168.349,384.867,533.468,318.631
1147.464,402.446,538.348,318.265
1145.108,406.091,543.733,318.269
1134.063,416.280,549.813,317.904
1125.053,425.148,558.592,317.432
1116.440,433.380,564.599,317.266
1094.793,449.403,566.176,317.141
1089.162,452.602,568.754,316.780
1075.962,460.781,574.172,315.997
1053.888,466.757,576.372,315.331
1030.081,470.102,579.281,315.023
1009.170,468.836,583.196,314.948
995.163,468.332,588.230,314.721
978.966,466.724,591.302,314.627
958.243,463.633,594.933,314.433
941.291,460.928,596.536,314.397
925.520,458.571,599.247,314.369
912.951,456.803,601.628,314.271
897.912,454.332,604.165,314.177
885.612,452.144,608.444,313.825
871.695,449.615,624.307,311.620
857.286,447.061,623.300,311.510
846.346,445.479,633.271,311.777
834.498,443.521,639.125,310.597
823.857,442.153,646.763,309.024
814.811,441.040,650.716,307.095
802.280,438.827,659.804,304.178
789.002,437.199,667.392,299.727
769.428,434.770,674.873,297.975
761.849,434.142,681.148,296.803
752.224,433.113,687.153,295.821
744.287,432.706,694.080,294.504
734.060,431.935,701.010,293.271
726.313,431.447,718.012,290.000
717.910,431.021,715.435,290.847
709.649,430.394,722.316,289.841
703.006,429.768,728.236,288.994
697.142,429.610,732.203,288.490
688.141,429.298,736.857,287.841
681.154,427.671,745.981,286.977
664.727,429.028,752.332,286.362
640.346,422.887,756.098,285.715
604.566,408.523,761.361,285.210
576.498,399.540,764.060,284.576
546.539,392.290,768.552,284.350
512.316,386.595,774.310,283.651
491.131,383.122,780.631,283.233
463.412,379.643,786.321,282.601
437.798,375.726,791.805,282.183
414.222,370.510,796.963,281.569
387.602,366.948,801.808,280.941
363.303,363.978,806.933,280.687
346.634,362.160,812.492,280.262
329.848,360.406,817.397,279.820
316.837,359.053,822.362,279.455
303.159,358.262,827.734,278.779
290.524,357.203,833.651,279.104
277.694,356.123,843.931,280.034
261.383,355.551,868.895,283.221
246.453,354.852,880.416,287.532
233.519,354.283,887.093,290.147
220.949,353.797,902.038,295.080
210.924,353.559,923.409,303.828
204.697,353.380,935.111,307.784
203.207,353.061,947.163,312.560
199.749,353.327,957.578,315.775
193.640,351.000,967.248,318.821
188.194,351.188,976.742,321.517
188.360,351.615,985.578,324.222
182.573,354.128,995.264,328.141
181.899,358.009,1002.328,330.546
174.472,362.268,1013.049,336.223
152.495,371.831,1021.442,339.261
150.446,375.573,1029.357,342.316
148.894,379.015,1051.915,351.137
147.810,381.607,1050.223,351.664
145.745,385.690,1059.008,355.388
144.475,388.075,1071.991,362.664
142.962,390.992,1074.387,367.469
141.951,393.530,1076.262,365.281
141.227,395.514,1076.268,370.593
140.113,398.333,1070.442,377.969
139.233,399.956,1059.606,385.653
138.141,402.404,1042.019,393.279
137.413,404.971,1027.001,397.131
138.120,406.076,1017.364,398.623
139.831,404.546,999.746,401.345
142.032,406.552,983.499,403.967
142.408,410.760,969.317,406.105
143.431,422.732,959.138,407.827
149.136,429.143,945.252,410.006
156.462,436.289,932.260,411.541
164.053,442.990,915.895,414.262
173.911,452.129,905.309,415.584
182.271,457.843,897.443,416.515
189.751,462.745,886.899,417.744
194.577,466.001,877.582,418.915
199.258,469.030,866.709,421.701
204.648,473.163,851.484,422.455
209.828,476.640,842.481,423.047
213.956,479.437,832.511,423.748
218.873,482.827,824.625,424.282
221.984,485.469,815.238,424.675
226.190,488.626,806.936,425.071
230.222,491.519,798.511,425.614
235.715,495.230,791.418,426.080
238.260,497.496,785.129,426.276
243.575,500.625,776.952,426.670
250.256,504.852,769.271,426.620
253.228,507.039,761.215,427.015
265.785,514.095,753.183,427.263
267.539,515.959,746.075,428.201
271.122,518.096,740.043,428.403
273.283,519.744,732.420,428.888
279.944,521.284,724.450,429.464
279.115,523.266,718.881,429.838
280.164,525.392,708.244,430.802
283.513,527.724,700.430,431.778
285.519,529.215,695.604,432.879
288.955,531.305,688.651,433.735
290.872,532.606,684.912,432.621
292.148,534.001,671.893,433.914
295.068,535.785,659.127,434.769
298.377,537.837,643.994,434.140
304.623,541.663,630.965,430.835
305.624,544.187,619.811,427.189
306.167,545.057,606.427,422.224
307.398,546.108,594.517,418.059
308.809,547.295,576.520,407.442
310.383,548.464,563.706,407.064
311.932,550.161,554.623,402.075
313.877,551.773,547.496,400.900
315.747,553.334,537.956,398.272
318.009,554.875,529.721,395.413
322.908,557.652,519.383,391.877
324.992,559.117,511.619,389.201
326.531,560.392,500.945,387.372
328.814,560.272,492.343,384.893
336.661,563.427,483.413,382.049
344.611,567.104,474.586,379.269
351.295,569.303,465.407,375.819
360.280,571.500,456.053,373.052
368.443,573.654,447.244,371.211
382.154,574.818,440.072,369.054
387.664,574.479,431.446,365.916
395.208,574.377,422.349,362.976
397.333,574.081,416.571,361.673
402.800,572.693,411.121,360.475
414.880,571.212,406.073,359.274
418.736,570.078,400.365,357.860
418.382,570.575,394.656,356.529
423.514,569.417,388.500,354.983
426.916,568.626,382.243,353.102
428.134,568.647,375.384,351.207
431.751,567.789,370.443,349.806
436.380,566.367,356.099,346.264
440.009,565.435,344.538,342.802
445.220,564.004,339.986,342.583
453.443,560.487,326.366,338.191
456.845,559.569,318.585,336.731
460.084,558.963,314.527,336.620
462.240,558.815,305.544,336.618
465.516,557.844,293.220,336.531
469.244,556.688,281.917,336.120
473.257,555.531,273.656,335.734
476.729,554.424,265.021,335.079
481.729,552.913,257.904,334.809
484.511,552.108,248.503,333.901
488.184,550.984,238.512,331.943
493.805,549.084,222.170,330.094
495.325,548.763,213.572,328.688
498.153,547.826,205.424,330.607
503.580,545.812,199.753,325.750
505.103,545.407,195.227,323.178
512.125,542.605,188.677,318.825
514.375,542.170,183.270,313.134
516.018,541.857,179.791,307.080
518.748,540.999,177.826,301.845
517.611,541.471,175.541,293.659
520.545,540.604,175.455,289.988
521.556,540.263,174.454,285.184
524.333,539.410,174.233,281.376
527.093,538.550,174.259,277.777
528.586,538.134,174.230,275.599
531.045,537.324,175.957,267.110
533.302,536.596,178.151,260.925
535.602,535.947,178.925,260.297
537.876,535.218,180.842,247.567
539.564,534.923,183.240,242.603
541.137,534.639,215.056,211.451
543.257,534.215,193.689,226.891
544.745,533.913,190.961,231.837
546.306,533.673,194.766,228.519
548.050,533.320,205.018,221.424
549.631,533.217,210.518,219.111
551.400,532.928,215.846,217.501
553.313,532.609,221.804,216.358
554.631,532.563,229.109,214.933
556.294,532.462,234.496,214.424
557.206,532.321,240.339,213.979
559.202,532.224,245.138,213.134
562.563,531.537,253.771,211.171
562.891,531.811,258.696,210.395
563.826,532.092,262.967,210.097
567.297,531.319,266.507,209.492
569.401,530.992,270.412,209.051
568.581,531.747,272.798,208.679
570.695,531.413,276.277,208.225
572.772,531.319,279.086,207.674
573.483,531.609,282.476,206.793
574.625,531.680,285.166,206.113
575.353,531.813,289.331,205.455
574.243,533.179,291.979,204.561
585.914,530.468,296.803,203.762
582.552,532.607,302.748,202.538
589.640,530.563,305.246,201.386
594.842,529.189,309.761,200.703
599.181,528.844,312.650,199.938
601.097,528.968,316.682,199.224
603.262,529.477,318.904,198.865
604.401,530.396,322.337,198.323
608.620,530.024,325.091,197.784
613.398,531.045,327.939,197.591
617.014,531.418,331.162,196.975
618.699,532.255,333.447,196.570
620.339,532.290,335.040,196.019
622.468,532.448,337.100,195.716
625.175,532.328,340.590,195.061
627.421,532.463,341.650,194.974
630.331,532.195,344.534,194.784
631.323,532.347,354.555,195.316
632.661,532.586,358.477,195.677
635.904,532.950,363.901,195.032
638.873,532.887,369.158,195.526
640.886,533.489,375.014,195.376
642.436,533.792,399.954,196.646
643.119,534.177,416.393,201.049
643.463,533.944,420.225,201.322
646.109,535.736,424.607,201.848
656.943,536.254,428.668,202.593
664.672,534.790,432.016,203.282
672.923,532.070,436.580,204.157
681.787,528.631,439.946,204.500
688.308,525.537,444.672,205.443
693.810,522.864,447.984,205.803
700.876,519.253,453.597,206.495
707.621,515.758,456.916,207.258
712.069,512.961,461.582,207.965
717.256,509.743,466.060,208.612
721.844,506.825,470.694,209.288
725.785,504.398,476.011,210.174
730.265,501.425,479.661,210.350
736.788,497.686,481.453,210.361
740.106,495.834,482.595,211.136
743.885,494.177,484.662,211.628
747.591,492.520,487.738,212.147
751.975,490.195,490.459,212.643
755.316,488.358,493.723,213.276
758.368,486.765,497.406,213.867
761.824,485.068,502.347,214.778
764.897,483.565,505.128,215.389
767.860,482.548,509.242,215.830
771.326,480.773,517.383,219.411
774.036,479.696,520.484,220.252
777.686,477.662,523.298,220.808
780.579,476.457,525.753,221.357
782.348,475.739,527.284,221.570
787.199,472.977,529.042,221.673
790.458,471.218,531.531,222.587
793.265,469.879,537.195,223.592
795.898,468.977,539.832,224.263
799.332,467.092,544.316,225.300
805.095,463.380,545.384,225.238
807.088,462.710,546.709,225.121
810.161,461.140,548.595,225.765
812.900,459.907,549.885,225.657
816.515,457.972,551.296,225.749
818.596,457.154,554.023,226.292
821.974,455.520,555.215,226.388
823.667,454.939,557.704,226.905
825.489,454.296,558.962,226.652
828.608,453.492,549.012,224.300
840.651,446.099,554.578,225.800
839.641,448.310,562.608,227.461
850.197,440.916,587.934,236.311
857.680,437.999,594.418,239.039
863.557,436.099,600.163,241.649
868.456,435.040,605.599,243.945
874.021,433.440,612.213,245.790
880.164,431.071,617.736,247.195
887.739,428.215,622.345,248.560
894.021,425.910,625.967,249.556
900.555,423.544,631.722,251.104
905.645,421.876,634.353,252.753
910.246,420.434,640.314,254.711
914.895,418.807,646.093,256.387
921.007,416.626,651.954,258.563
926.482,414.715,655.974,259.415
933.492,411.949,662.355,260.951
942.624,408.005,667.598,261.601
946.748,405.833,673.017,262.809
951.062,404.378,681.996,265.061
956.545,401.998,689.465,266.664
961.238,400.247,694.415,267.868
966.800,397.944,702.024,270.004
970.912,397.808,706.789,271.121
974.552,396.769,717.312,273.825
977.749,395.854,716.890,273.593
986.903,389.837,721.742,274.609
983.176,392.303,725.008,275.158
990.455,387.923,729.269,276.201
998.022,384.005,732.991,277.030
1000.573,380.624,737.890,278.312
1005.842,373.625,742.687,279.418
1002.740,372.016,746.087,280.173
1000.987,368.838,749.576,280.931
1000.743,357.744,758.243,282.231
992.789,346.875,756.992,285.015
991.984,344.462,752.924,286.613
988.087,340.084,762.139,288.249
983.382,335.628,770.421,289.766
979.115,332.983,777.798,294.028
974.460,329.266,785.910,297.424
969.930,325.092,788.719,300.610
965.771,321.283,793.470,305.748
961.127,317.009,797.527,310.893
956.558,313.300,801.685,316.406
951.035,308.934,804.746,322.064
945.765,305.157,808.284,329.368
939.181,299.264,811.487,337.363
935.562,296.962,813.639,343.671
931.190,293.521,815.735,350.810
927.301,291.041,817.539,357.426
923.172,288.363,818.828,363.151
919.404,285.913,820.711,375.921
909.755,276.863,820.129,375.661
902.870,271.398,820.209,381.295
897.605,265.019,820.198,386.258
889.449,254.929,820.310,391.294
888.275,251.605,818.623,396.697
881.662,243.027,815.247,403.367
876.664,235.250,807.855,409.668
873.604,229.584,798.956,416.728
872.130,224.468,789.862,421.987
nan,nan,779.171,426.628
nan,nan,770.369,429.139
nan,nan,760.600,432.311
nan,nan,754.151,434.014
nan,nan,747.306,435.402
nan,nan,742.769,436.284
746.640,132.190,737.342,437.672
741.952,128.642,725.976,440.299
737.150,125.358,720.147,442.814
732.340,122.032,713.533,443.888
728.081,118.877,707.814,445.049
724.091,116.121,703.509,446.243
719.123,112.738,694.654,447.421
715.111,109.958,686.575,448.513
710.631,106.637,679.607,449.528
707.058,103.870,673.047,450.719
702.334,100.523,667.819,451.795
698.159,96.942,660.313,452.632
693.273,93.363,649.612,453.533
689.600,91.017,648.009,454.070
685.996,87.761,641.630,455.333
683.927,86.066,638.857,455.159
681.042,83.864,630.112,453.581
677.162,81.192,630.998,453.935
672.527,77.764,618.050,455.693
668.046,74.691,613.735,456.121
663.480,71.991,607.960,455.193
658.280,68.707,589.105,452.348
652.449,65.099,576.709,449.340
647.213,61.882,564.834,444.921
643.555,59.352,556.572,442.754
639.129,56.693,547.238,439.900
636.512,55.131,538.761,437.388
632.580,52.748,527.012,433.322
629.032,50.752,516.844,429.982
624.216,48.094,510.134,428.206
614.487,43.415,502.798,426.010
612.258,42.383,495.171,423.786
610.726,41.630,486.358,420.860
609.968,40.989,480.350,418.963
nan,nan,472.584,416.326
nan,nan,466.287,414.251
nan,nan,460.480,410.196
nan,nan,451.476,406.129
nan,nan,444.563,403.974
nan,nan,437.128,401.402
nan,nan,429.582,399.139
nan,nan,423.385,395.344
nan,nan,419.205,394.015
nan,nan,416.071,392.856
nan,nan,408.787,391.242
nan,nan,403.840,389.407
nan,nan,397.745,387.263
nan,nan,392.284,385.367
nan,nan,388.537,384.410
nan,nan,383.876,382.518
nan,nan,379.827,380.846
nan,nan,375.801,379.574
nan,nan,369.640,377.901
nan,nan,355.347,372.275
nan,nan,350.582,370.731
414.123,64.498,346.756,368.616
410.508,65.431,342.367,365.790
406.703,66.552,333.668,362.788
403.160,67.657,328.097,362.282
399.681,68.410,319.523,360.642
396.002,69.671,309.171,357.929
392.246,70.676,300.639,355.924
388.490,71.655,293.893,354.227
384.306,72.796,285.705,352.194
381.312,73.584,280.245,350.403
377.813,74.471,273.673,348.543
374.531,75.253,265.547,346.126
371.151,76.198,247.861,339.260
368.640,77.026,248.028,338.112
364.795,78.513,242.798,337.379
361.557,79.160,234.966,336.814
358.826,79.747,228.625,335.704
355.582,80.586,223.361,332.260
352.721,81.194,220.124,325.536
349.939,81.905,217.394,320.418
347.404,82.600,216.151,316.282
344.492,83.571,215.526,309.717
341.828,84.347,216.730,304.706
339.464,84.918,218.013,300.084
337.195,85.273,220.603,295.077
334.631,85.867,223.967,289.800
331.924,86.576,227.919,284.470
329.744,87.019,231.118,280.517
327.228,87.866,233.993,276.275
322.946,88.612,236.566,273.767
319.927,88.698,241.340,270.422
313.063,89.837,246.124,259.983
306.248,91.513,248.943,257.132
298.517,93.518,251.581,254.677
286.505,96.280,253.501,252.711
272.880,100.798,255.331,251.132
261.665,103.739,257.102,249.587
251.363,106.482,258.984,247.767
244.460,108.171,267.248,239.290
236.474,111.571,270.191,236.537
227.945,114.948,273.211,233.954
222.008,117.330,275.857,231.488
215.841,119.484,277.126,229.933
209.715,122.126,279.197,228.055
201.669,126.072,280.264,226.242
195.121,129.290,282.837,223.439
188.306,133.267,285.504,220.601
154.092,161.116,287.524,218.249
152.028,162.185,288.753,216.348
149.688,162.877,296.947,206.642
146.148,162.297,298.877,204.255
141.920,163.991,300.994,201.864
139.149,164.835,303.089,199.591
134.347,173.716,306.658,197.458
133.086,177.080,308.660,195.269
nan,nan,310.097,193.341
nan,nan,310.868,191.224
nan,nan,314.258,189.059
nan,nan,315.324,188.680
nan,nan,312.041,188.825
166.315,226.586,319.436,183.924
182.988,237.420,335.004,170.710
179.931,235.530,341.701,168.491
174.771,233.879,368.145,162.504
184.516,229.346,371.858,161.665
183.985,232.783,373.856,160.863
184.279,236.175,377.561,161.239
184.525,244.104,381.848,160.304
188.086,247.780,389.479,159.893
192.382,253.214,393.456,159.574
195.924,257.657,394.849,159.226
198.722,260.668,398.982,159.580
201.177,263.463,407.246,159.649
203.830,266.220,415.840,160.503
206.050,268.329,422.327,159.753
208.592,271.348,428.367,160.220
211.235,273.866,435.173,160.827
213.591,276.204,440.701,160.978
215.667,278.041,445.891,161.022
218.031,280.226,451.309,160.910
220.689,282.686,455.419,161.138
223.100,285.143,459.809,161.378
225.304,286.834,464.560,161.920
227.767,289.301,469.053,162.390
230.574,291.776,473.712,163.424
232.493,293.246,479.515,164.058
234.763,295.185,484.007,164.121
237.249,297.284,487.406,164.024
240.226,299.924,492.361,164.897
241.731,301.060,498.992,166.051
254.946,316.349,499.215,166.384
256.979,318.017,505.922,168.016
259.798,320.725,511.887,168.335
261.295,321.869,516.082,169.367
262.835,323.076,514.328,171.173
264.402,324.470,523.208,171.986
266.569,326.509,529.607,172.583
268.391,328.000,536.885,175.947
269.732,328.905,543.076,177.551
271.354,330.408,549.273,179.300
272.433,331.289,555.655,181.304
274.005,332.933,560.691,182.680
275.595,334.408,564.647,183.677
276.601,335.287,571.169,185.587
278.263,336.866,575.318,186.899
279.820,338.389,580.057,187.983
280.896,339.300,586.457,189.552
282.555,340.967,592.856,191.187
284.362,342.656,597.738,191.982
285.173,343.204,626.815,200.651
286.686,344.946,629.933,201.047
287.955,345.910,632.626,201.481
289.453,346.972,634.762,201.884
292.286,348.933,637.326,202.248
307.248,365.760,638.551,202.366
294.297,350.369,640.957,202.782
298.648,353.109,643.422,203.190
303.354,355.314,646.084,203.510
307.085,356.717,649.021,203.869
324.759,368.729,646.049,202.936
329.215,369.973,651.321,205.519
333.237,371.139,658.571,210.228
338.807,372.869,684.995,217.748
343.455,374.038,691.250,220.763
348.415,375.745,697.509,223.719
352.546,376.695,705.129,226.574
355.971,377.618,713.770,229.331
360.461,378.969,723.013,232.080
364.868,380.609,732.381,234.941
370.093,382.040,742.577,238.130
375.704,383.439,749.253,240.052
380.548,384.683,760.655,244.368
385.243,385.764,767.738,246.179
388.650,386.555,775.548,248.234
393.197,387.569,783.156,250.373
397.765,388.620,792.120,252.973
401.413,389.289,801.334,255.748
404.488,390.123,811.984,259.095
409.680,391.230,821.437,262.075
414.934,392.362,829.201,264.245
417.779,393.123,840.148,267.034
420.752,393.841,849.758,269.281
424.499,394.752,867.808,273.801
427.710,395.285,871.287,274.956
432.446,394.971,877.227,276.516
432.936,393.383,882.638,278.092
436.214,394.270,887.833,279.349
446.982,395.800,892.818,281.083
455.481,395.931,897.837,282.537
462.476,394.570,903.423,284.322
470.658,393.109,906.212,285.179
476.144,391.505,910.956,286.713
484.573,389.901,918.037,288.661
491.067,387.802,926.041,291.419
496.073,386.183,934.685,293.645
502.677,383.876,941.608,295.746
507.544,381.791,951.477,299.593
514.111,379.244,950.182,300.550
520.397,376.844,956.195,302.090
526.110,374.515,963.733,305.621
531.643,372.339,968.841,306.706
536.360,370.507,983.547,316.163
541.078,368.729,984.169,319.149
545.568,366.865,985.634,322.595
549.634,365.290,988.012,326.189
553.632,363.648,991.527,331.705
556.030,362.766,994.849,339.031
559.787,361.225,997.783,346.152
564.629,359.100,1000.058,353.008
568.375,357.551,1001.603,360.138
572.542,355.804,1002.313,365.768
576.251,354.226,1003.474,372.071
579.743,352.813,1003.538,378.171
583.028,351.464,1004.293,384.415
588.323,348.418,1005.504,403.442
593.103,346.544,1006.127,408.523
595.595,345.541,1006.078,412.697
598.789,344.579,1005.545,410.567
603.983,342.827,1005.307,408.846
609.022,340.672,1008.668,416.951
613.266,339.197,1010.262,427.752
616.717,337.855,1008.326,434.044
620.038,336.639,1005.418,436.068
625.330,334.423,997.340,437.652
627.766,333.538,987.063,437.893
630.494,332.558,976.795,437.592
633.512,331.472,965.313,435.124
638.545,329.491,952.953,430.928
639.470,329.153,944.194,425.270
640.785,329.304,936.965,421.874
642.349,329.780,929.593,418.914
652.065,325.945,921.896,415.310
658.252,324.560,914.257,411.809
668.116,322.314,904.623,407.250
671.845,322.166,896.026,403.576
682.418,320.023,887.923,399.927
689.890,318.392,879.542,395.831
699.588,316.065,869.717,392.720
706.987,314.348,864.875,391.784
715.832,312.141,855.277,388.406
722.887,310.207,843.864,384.500
728.836,308.492,836.050,383.286
736.215,306.622,826.826,384.290
742.908,305.039,816.383,382.197
749.015,303.579,796.077,383.436
755.270,302.137,787.613,384.779
763.350,300.059,780.072,386.110
769.160,298.598,769.375,387.713
775.786,297.001,755.818,389.771
780.643,295.915,747.231,389.838
784.460,295.061,737.703,390.925
790.348,293.543,729.965,392.018
796.983,291.818,721.596,393.486
803.502,289.911,713.820,394.479
809.760,288.200,706.819,395.251
813.841,286.986,690.467,397.075
816.536,286.032,684.406,400.023
817.033,286.141,677.798,400.978
820.287,285.339,673.298,401.577
825.758,283.536,666.329,402.334
828.098,282.875,660.451,403.276
831.755,281.601,654.617,403.574
835.868,280.149,647.123,404.432
839.413,278.930,641.104,405.019
842.833,277.752,633.801,405.759
848.393,275.495,625.850,406.915
853.641,273.309,618.705,407.557
859.668,270.923,612.334,408.514
863.828,269.128,607.981,409.139
867.370,267.795,603.273,409.727
870.862,266.447,601.899,410.084
886.858,260.132,597.609,410.843
890.096,258.712,590.414,411.734
893.039,256.203,586.192,411.929
896.147,255.691,579.014,413.081
898.777,254.434,574.639,413.649
900.913,253.150,572.673,413.411
901.307,251.736,568.312,412.330
899.768,250.831,550.286,414.112
901.807,248.226,550.458,415.132
919.107,241.615,536.086,415.418
927.039,237.204,518.421,412.610
936.702,231.255,514.680,408.259
